               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 157,            0.017858,             0.01797,           0.0010098,             0.99783,                   1,               0.995,             0.82238,            0.014244,           0.0069636,          0.00035303,            0.007426,            0.007426,            0.007426
                 158,            0.018279,            0.018238,          0.00089891,             0.98141,                   1,             0.98539,             0.85042,            0.011072,           0.0062073,          0.00033543,           0.0074095,           0.0074095,           0.0074095
                 159,             0.01742,             0.01836,          0.00091283,             0.99823,                   1,               0.995,             0.82475,             0.01277,           0.0070413,          0.00029423,            0.007393,            0.007393,            0.007393
                 160,            0.018099,            0.018499,          0.00086728,             0.98125,                   1,             0.99015,             0.83058,            0.011468,           0.0069386,          0.00032964,           0.0073765,           0.0073765,           0.0073765
                 161,            0.017713,            0.018329,          0.00088521,             0.98372,             0.99773,             0.99384,             0.86239,            0.011013,           0.0062146,          0.00034733,             0.00736,             0.00736,             0.00736
                 162,            0.018151,            0.018614,          0.00091132,             0.98143,                   1,             0.98911,             0.85818,            0.010677,           0.0060259,          0.00039043,           0.0073435,           0.0073435,           0.0073435
                 163,            0.018046,            0.017355,            0.000874,             0.98144,                   1,             0.98933,             0.85411,            0.010791,           0.0059606,          0.00029523,            0.007327,            0.007327,            0.007327
                 164,             0.01788,            0.017897,          0.00087851,             0.98654,                   1,             0.99477,             0.84704,            0.010716,           0.0064783,          0.00029287,           0.0073105,           0.0073105,           0.0073105
                 165,            0.017222,            0.018297,          0.00090389,              0.9814,                   1,             0.99149,             0.84655,            0.011211,            0.006281,          0.00033219,            0.007294,            0.007294,            0.007294
                 166,            0.017831,            0.018237,           0.0009508,             0.98118,                   1,             0.99104,             0.84899,            0.010979,           0.0060522,          0.00033655,           0.0072775,           0.0072775,           0.0072775
                 167,            0.017473,            0.018318,          0.00085566,             0.98131,                   1,             0.99259,             0.84144,            0.011274,           0.0063617,          0.00030427,            0.007261,            0.007261,            0.007261
                 168,            0.017641,            0.018253,          0.00081985,             0.99823,                   1,               0.995,             0.81676,            0.013828,           0.0069434,          0.00036348,           0.0072445,           0.0072445,           0.0072445
                 169,            0.017778,            0.018653,          0.00092098,             0.98134,                   1,             0.98949,              0.8494,            0.011621,           0.0064952,          0.00033453,            0.007228,            0.007228,            0.007228
                 170,            0.017609,             0.01862,          0.00090841,             0.98109,                   1,             0.98919,              0.8456,            0.011066,           0.0072287,          0.00035365,           0.0072115,           0.0072115,           0.0072115
                 171,            0.017614,            0.017914,          0.00091196,             0.98136,                   1,             0.98525,             0.85257,            0.010883,           0.0065998,           0.0003165,            0.007195,            0.007195,            0.007195
                 172,            0.017892,            0.018231,          0.00084232,              0.9812,                   1,             0.98751,             0.81727,            0.011152,           0.0062107,          0.00033126,           0.0071785,           0.0071785,           0.0071785
                 173,            0.016911,            0.018241,          0.00088076,              0.9818,                   1,             0.98722,             0.85813,            0.011008,           0.0061834,          0.00032569,            0.007162,            0.007162,            0.007162
                 174,            0.018164,            0.017838,           0.0008423,              0.9813,                   1,             0.99103,             0.85738,            0.011105,           0.0063248,          0.00030137,           0.0071455,           0.0071455,           0.0071455
                 175,            0.017765,            0.018027,          0.00086805,             0.98182,                   1,             0.99348,             0.85056,            0.010637,           0.0059908,          0.00029796,            0.007129,            0.007129,            0.007129
                 176,            0.017725,             0.01786,          0.00081181,             0.98122,                   1,             0.98962,              0.8526,            0.010968,           0.0060124,          0.00030949,           0.0071125,           0.0071125,           0.0071125
                 177,             0.01723,            0.017894,          0.00084978,             0.98484,                   1,             0.99243,             0.84247,            0.011733,           0.0063888,          0.00032409,            0.007096,            0.007096,            0.007096
                 178,            0.017802,            0.017393,          0.00084519,             0.99624,             0.99817,               0.995,              0.8461,            0.012279,           0.0062901,            0.000295,           0.0070795,           0.0070795,           0.0070795
                 179,            0.017431,            0.018329,          0.00093292,             0.99218,                   1,               0.995,             0.85774,            0.010874,            0.005996,          0.00033764,            0.007063,            0.007063,            0.007063
                 180,            0.017867,             0.01802,          0.00093191,              0.9815,                   1,             0.98855,             0.82813,            0.010805,           0.0060663,          0.00026572,           0.0070465,           0.0070465,           0.0070465
                 181,            0.017186,            0.018185,          0.00084417,             0.98277,                   1,              0.9897,             0.85477,             0.01089,           0.0062405,          0.00030882,             0.00703,             0.00703,             0.00703
                 182,            0.017173,            0.018045,          0.00088654,             0.99421,             0.98507,               0.995,             0.79548,            0.015649,           0.0082306,          0.00039988,           0.0070135,           0.0070135,           0.0070135
                 183,            0.016887,            0.017519,          0.00084961,             0.98125,                   1,             0.98649,             0.85819,            0.010386,           0.0059358,          0.00030532,            0.006997,            0.006997,            0.006997
                 184,            0.017473,            0.018478,          0.00083941,             0.98068,                   1,             0.98799,             0.85783,            0.010744,           0.0062575,          0.00026908,           0.0069805,           0.0069805,           0.0069805
                 185,            0.017294,            0.018008,          0.00084442,             0.98112,                   1,             0.98612,             0.84193,            0.011006,            0.006428,          0.00029069,            0.006964,            0.006964,            0.006964
                 186,              0.0176,              0.0181,          0.00088631,             0.98135,                   1,             0.99074,             0.84523,            0.010688,           0.0065021,          0.00036738,           0.0069475,           0.0069475,           0.0069475
                 187,            0.016942,            0.017482,          0.00087038,             0.99514,             0.99631,               0.995,             0.76288,            0.016732,           0.0079055,          0.00043305,            0.006931,            0.006931,            0.006931
                 188,            0.017516,            0.017963,           0.0008987,             0.98123,                   1,             0.98472,              0.8322,            0.011056,           0.0061679,          0.00033474,           0.0069145,           0.0069145,           0.0069145
                 189,            0.017179,            0.017426,          0.00084393,             0.99018,             0.98588,               0.995,             0.75074,            0.019846,           0.0095645,          0.00064774,            0.006898,            0.006898,            0.006898
                 190,            0.016488,             0.01737,          0.00084575,             0.97362,             0.70889,             0.75644,             0.44822,             0.06326,            0.018373,            0.017589,           0.0068815,           0.0068815,           0.0068815
                 191,             0.01682,             0.01692,          0.00085619,             0.98825,                   1,             0.99491,             0.83246,            0.011409,           0.0060962,          0.00025183,            0.006865,            0.006865,            0.006865
                 192,            0.017046,            0.017128,          0.00082757,             0.98141,                   1,             0.99113,             0.85062,            0.011051,           0.0068668,          0.00026398,           0.0068485,           0.0068485,           0.0068485
                 193,            0.016682,            0.016859,          0.00082575,             0.98154,                   1,             0.98786,             0.85452,            0.010793,           0.0065461,          0.00029213,            0.006832,            0.006832,            0.006832
                 194,            0.017553,            0.017727,          0.00088139,             0.97896,             0.99773,             0.98578,             0.82534,            0.011569,           0.0063156,          0.00031624,           0.0068155,           0.0068155,           0.0068155
                 195,            0.016505,            0.017397,          0.00080802,             0.99314,             0.76135,             0.82733,             0.58069,            0.043075,             0.01748,           0.0092025,            0.006799,            0.006799,            0.006799
                 196,            0.017207,            0.017396,          0.00085622,             0.98437,             0.99773,             0.99351,             0.84634,             0.01114,           0.0062882,           0.0003268,           0.0067825,           0.0067825,           0.0067825
                 197,            0.016729,            0.017563,          0.00087173,             0.98146,                   1,             0.98756,             0.83906,            0.011001,           0.0063595,          0.00030487,            0.006766,            0.006766,            0.006766
                 198,            0.017257,            0.017593,          0.00088108,             0.39986,             0.50227,             0.49332,             0.21104,            0.081327,            0.035233,            0.038643,           0.0067495,           0.0067495,           0.0067495
                 199,            0.016516,            0.017053,          0.00086943,             0.98137,                   1,             0.98907,             0.85284,            0.010681,           0.0060849,          0.00031245,            0.006733,            0.006733,            0.006733
                 200,            0.016915,            0.017331,          0.00085148,             0.99311,                   1,               0.995,             0.85678,            0.011069,            0.006218,          0.00028074,           0.0067165,           0.0067165,           0.0067165
                 201,            0.017015,            0.016792,          0.00084588,             0.99347,                   1,               0.995,              0.8473,            0.011132,           0.0064608,           0.0002988,              0.0067,              0.0067,              0.0067
                 202,            0.016399,            0.016829,          0.00078319,             0.98352,                   1,             0.99274,             0.84768,            0.010965,           0.0064974,          0.00027477,           0.0066835,           0.0066835,           0.0066835
                 203,             0.01643,            0.017397,          0.00083148,             0.98555,             0.99939,             0.99459,             0.85078,            0.011041,            0.007031,          0.00024022,            0.006667,            0.006667,            0.006667
                 204,             0.01694,            0.017615,          0.00086962,             0.98111,                   1,             0.98919,             0.85738,            0.010705,           0.0060278,          0.00032227,           0.0066505,           0.0066505,           0.0066505
                 205,            0.016344,            0.016894,          0.00084464,             0.98127,                   1,             0.98794,             0.83439,            0.011481,           0.0068249,          0.00039399,            0.006634,            0.006634,            0.006634
                 206,            0.016832,            0.017563,          0.00093693,             0.97027,             0.84543,             0.93791,             0.68613,            0.028588,            0.015323,           0.0027527,           0.0066175,           0.0066175,           0.0066175
                 207,            0.017065,            0.018192,          0.00083918,             0.98099,                   1,             0.99024,             0.84351,            0.011208,           0.0064101,          0.00028026,            0.006601,            0.006601,            0.006601
                 208,            0.017045,             0.01697,          0.00085351,             0.99279,             0.95609,              0.9849,             0.71295,            0.022241,            0.011179,          0.00072465,           0.0065845,           0.0065845,           0.0065845
                 209,            0.016147,            0.016612,          0.00082121,             0.99844,                   1,               0.995,             0.84316,            0.012027,           0.0067192,          0.00025938,            0.006568,            0.006568,            0.006568
                 210,            0.016715,            0.017046,          0.00083976,             0.98115,                   1,             0.98828,             0.86375,            0.010891,           0.0061212,          0.00031269,           0.0065515,           0.0065515,           0.0065515
                 211,            0.016442,            0.016994,          0.00081019,             0.98124,                   1,             0.99001,             0.85015,            0.010965,           0.0061044,          0.00033305,            0.006535,            0.006535,            0.006535
                 212,            0.016465,            0.017058,          0.00087651,             0.98123,                   1,             0.98731,             0.84209,            0.010874,           0.0060977,          0.00034809,           0.0065185,           0.0065185,           0.0065185
                 213,            0.016571,            0.016267,          0.00083084,              0.9792,             0.99773,             0.98966,             0.84779,            0.010836,           0.0061088,          0.00029655,            0.006502,            0.006502,            0.006502
                 214,            0.016969,            0.017417,          0.00099522,             0.99588,             0.99966,               0.995,             0.82867,            0.013081,           0.0068012,          0.00024993,           0.0064855,           0.0064855,           0.0064855
                 215,            0.016512,             0.01733,          0.00076399,             0.98114,                   1,             0.98686,             0.83055,            0.011358,            0.006129,          0.00025749,            0.006469,            0.006469,            0.006469
                 216,            0.016611,            0.017594,          0.00082796,             0.98138,                   1,             0.98951,              0.8603,            0.010883,           0.0059726,          0.00033212,           0.0064525,           0.0064525,           0.0064525
                 217,            0.015537,            0.016582,          0.00080548,             0.98337,                   1,             0.99167,             0.84196,            0.012238,           0.0065964,          0.00031295,            0.006436,            0.006436,            0.006436
                 218,            0.016189,            0.016693,          0.00078821,             0.98123,                   1,             0.99198,             0.84832,            0.011782,           0.0063694,          0.00025427,           0.0064195,           0.0064195,           0.0064195
                 219,            0.016252,            0.017243,          0.00073977,             0.99445,                   1,               0.995,             0.83037,            0.011627,           0.0065433,           0.0002317,            0.006403,            0.006403,            0.006403
                 220,            0.016631,            0.016964,          0.00078522,             0.98115,                   1,             0.99096,             0.85051,            0.010739,           0.0061499,          0.00025795,           0.0063865,           0.0063865,           0.0063865
                 221,            0.015876,            0.017053,          0.00082018,             0.98139,                   1,             0.99193,             0.86037,            0.010678,           0.0061311,          0.00026016,             0.00637,             0.00637,             0.00637
                 222,            0.016133,            0.016741,          0.00082029,             0.99874,                   1,               0.995,             0.80306,            0.013535,            0.007357,          0.00028765,           0.0063535,           0.0063535,           0.0063535
                 223,            0.015601,            0.016728,          0.00081103,             0.97922,             0.99773,             0.98991,             0.85094,            0.011035,           0.0060682,          0.00026369,            0.006337,            0.006337,            0.006337
                 224,            0.016184,              0.0173,          0.00083437,             0.98091,                   1,             0.98961,             0.85877,            0.011306,           0.0060971,          0.00027542,           0.0063205,           0.0063205,           0.0063205
                 225,            0.016258,             0.01704,          0.00081349,             0.98807,                   1,             0.99462,             0.84928,            0.011236,            0.006655,           0.0002703,            0.006304,            0.006304,            0.006304
                 226,            0.016751,            0.017399,          0.00087146,             0.98094,                   1,             0.98858,              0.8488,            0.010776,           0.0065249,          0.00028224,           0.0062875,           0.0062875,           0.0062875
                 227,            0.016668,            0.016859,          0.00076281,             0.98115,                   1,             0.98864,             0.85582,            0.010996,           0.0066413,          0.00028563,            0.006271,            0.006271,            0.006271
                 228,            0.016028,            0.016786,          0.00075012,             0.97914,             0.99773,             0.98728,              0.8404,            0.011042,           0.0065584,          0.00024939,           0.0062545,           0.0062545,           0.0062545
                 229,            0.015821,            0.017129,          0.00080562,              0.9826,             0.99773,              0.9937,             0.83859,            0.011452,           0.0064535,          0.00027809,            0.006238,            0.006238,            0.006238
                 230,            0.016233,            0.016213,          0.00081513,             0.98119,                   1,             0.98716,             0.85224,            0.010568,           0.0060625,          0.00028472,           0.0062215,           0.0062215,           0.0062215
                 231,             0.01569,            0.016555,          0.00078663,             0.99793,                   1,               0.995,             0.83845,            0.012667,           0.0063425,          0.00028712,            0.006205,            0.006205,            0.006205
                 232,            0.015696,            0.016522,          0.00081528,             0.98126,                   1,             0.99385,             0.84658,            0.010899,           0.0060589,           0.0002876,           0.0061885,           0.0061885,           0.0061885
                 233,            0.015628,            0.016231,          0.00076588,             0.98113,                   1,             0.99144,             0.86902,            0.010659,           0.0061262,          0.00028539,            0.006172,            0.006172,            0.006172
                 234,             0.01607,            0.016909,          0.00075792,             0.98155,                   1,              0.9887,             0.84749,            0.011062,           0.0062671,          0.00028429,           0.0061555,           0.0061555,           0.0061555
                 235,             0.01607,            0.016633,          0.00084745,             0.98142,                   1,             0.98674,             0.84915,            0.010968,           0.0060456,          0.00029659,            0.006139,            0.006139,            0.006139
                 236,            0.015711,            0.016227,          0.00077829,              0.9832,                   1,              0.9925,             0.84948,            0.011112,           0.0061328,          0.00027113,           0.0061225,           0.0061225,           0.0061225
                 237,            0.015778,              0.0167,          0.00073267,             0.98141,                   1,             0.98721,             0.85692,            0.010718,             0.00622,          0.00026753,            0.006106,            0.006106,            0.006106
                 238,            0.016214,            0.016467,          0.00095696,             0.98788,                   1,             0.99493,             0.86132,            0.010974,           0.0058448,          0.00029171,           0.0060895,           0.0060895,           0.0060895
                 239,            0.015605,            0.016513,          0.00081429,             0.98141,                   1,             0.99054,             0.84759,            0.011056,            0.005953,           0.0003051,            0.006073,            0.006073,            0.006073
                 240,              0.0159,            0.016611,          0.00082487,             0.98613,                   1,             0.99457,             0.84633,            0.011481,           0.0064408,          0.00029236,           0.0060565,           0.0060565,           0.0060565
                 241,            0.015199,            0.016202,           0.0007703,             0.98121,                   1,             0.98801,             0.86215,            0.010703,           0.0062017,          0.00027534,             0.00604,             0.00604,             0.00604
                 242,            0.016015,            0.016432,          0.00075719,             0.98363,                   1,             0.99396,             0.86407,            0.010832,           0.0064716,          0.00021908,           0.0060235,           0.0060235,           0.0060235
                 243,            0.015676,            0.016109,          0.00071067,             0.97925,             0.99773,             0.99053,             0.86046,            0.010761,           0.0063291,          0.00023425,            0.006007,            0.006007,            0.006007
                 244,            0.015443,            0.016177,          0.00072796,             0.98122,                   1,             0.99145,              0.8558,            0.010663,           0.0063278,          0.00025771,           0.0059905,           0.0059905,           0.0059905
                 245,             0.01596,            0.016527,          0.00076294,             0.98125,                   1,             0.98805,              0.8536,            0.010771,           0.0062101,          0.00025662,            0.005974,            0.005974,            0.005974
                 246,            0.015594,            0.016426,           0.0007792,             0.98099,                   1,              0.9895,              0.8678,            0.010508,           0.0061697,          0.00022882,           0.0059575,           0.0059575,           0.0059575
                 247,            0.015902,            0.016273,          0.00077107,             0.98142,                   1,             0.99208,             0.86533,            0.010705,           0.0066808,          0.00023607,            0.005941,            0.005941,            0.005941
                 248,            0.015592,            0.016173,          0.00080232,              0.9967,                   1,               0.995,              0.8425,            0.012479,           0.0068874,          0.00024521,           0.0059245,           0.0059245,           0.0059245
                 249,            0.015174,            0.015718,          0.00085646,             0.97909,             0.99773,             0.99083,             0.85801,            0.010762,           0.0064338,          0.00032434,            0.005908,            0.005908,            0.005908
                 250,            0.015429,            0.015914,          0.00076261,             0.98883,                   1,             0.99498,             0.85236,            0.011953,           0.0068459,           0.0003031,           0.0058915,           0.0058915,           0.0058915
                 251,            0.015611,            0.016001,          0.00077091,              0.9789,             0.99773,             0.99154,             0.86065,            0.010866,           0.0067505,          0.00031843,            0.005875,            0.005875,            0.005875
                 252,            0.015351,            0.015958,          0.00072719,             0.97898,             0.99773,             0.98642,             0.84293,            0.011007,           0.0071743,          0.00029833,           0.0058585,           0.0058585,           0.0058585
                 253,            0.014724,            0.015805,          0.00073355,             0.97903,             0.99773,              0.9874,              0.8437,             0.01125,           0.0069093,          0.00027342,            0.005842,            0.005842,            0.005842
                 254,            0.015536,            0.016069,          0.00076097,             0.98115,                   1,             0.99087,              0.8433,            0.010843,           0.0063487,          0.00026774,           0.0058255,           0.0058255,           0.0058255
                 255,            0.015324,            0.016029,          0.00075681,             0.98443,                   1,             0.99468,             0.85355,            0.010966,            0.006424,          0.00025349,            0.005809,            0.005809,            0.005809
                 256,            0.014961,             0.01593,          0.00078202,             0.98102,                   1,             0.98905,             0.85824,            0.010776,           0.0065815,          0.00033028,           0.0057925,           0.0057925,           0.0057925
                 257,            0.015049,            0.015575,           0.0007741,             0.98063,                   1,             0.98903,             0.85557,            0.011028,           0.0066199,          0.00033863,            0.005776,            0.005776,            0.005776
                 258,            0.015358,            0.016378,          0.00075876,             0.98132,                   1,              0.9892,             0.85983,            0.010744,           0.0064294,          0.00027504,           0.0057595,           0.0057595,           0.0057595
                 259,            0.015336,            0.016047,          0.00082916,             0.99676,             0.76467,             0.79963,             0.58938,            0.043065,            0.020418,           0.0074236,            0.005743,            0.005743,            0.005743
                 260,            0.015071,            0.016531,          0.00071674,             0.99507,             0.98056,             0.99303,             0.74376,            0.019915,           0.0091969,          0.00033009,           0.0057265,           0.0057265,           0.0057265
                 261,             0.01487,            0.015969,          0.00075879,             0.97906,             0.99773,              0.9902,             0.85333,            0.010664,           0.0060539,          0.00022938,             0.00571,             0.00571,             0.00571
                 262,            0.015448,            0.015355,          0.00073852,             0.98152,                   1,             0.99251,             0.86075,            0.011005,           0.0063331,          0.00025747,           0.0056935,           0.0056935,           0.0056935
                 263,            0.014931,            0.015375,          0.00072412,             0.97917,             0.99773,             0.99278,             0.85652,             0.01095,           0.0064056,          0.00029409,            0.005677,            0.005677,            0.005677
                 264,            0.015001,            0.015643,          0.00078054,             0.97927,             0.99773,             0.99249,             0.86355,            0.010599,           0.0063371,          0.00026903,           0.0056605,           0.0056605,           0.0056605
                 265,            0.015237,             0.01624,          0.00077913,              0.9794,             0.99773,             0.99271,             0.84672,            0.011003,           0.0065876,          0.00026777,            0.005644,            0.005644,            0.005644
                 266,             0.01499,            0.016322,          0.00079468,             0.97919,             0.99773,             0.98852,             0.85052,            0.010861,           0.0064648,          0.00020486,           0.0056275,           0.0056275,           0.0056275
                 267,            0.014983,            0.016019,          0.00069769,             0.98162,                   1,             0.98896,             0.85346,            0.010778,           0.0062951,          0.00019087,            0.005611,            0.005611,            0.005611
                 268,            0.015064,            0.016381,          0.00071658,             0.97942,             0.99773,             0.98816,             0.85636,            0.010714,           0.0062985,          0.00029008,           0.0055945,           0.0055945,           0.0055945
                 269,            0.015117,            0.016051,          0.00077296,             0.98104,                   1,             0.98795,             0.85276,            0.011054,           0.0064129,          0.00031133,            0.005578,            0.005578,            0.005578
                 270,             0.01502,            0.016065,          0.00078183,             0.98181,             0.99773,             0.98932,              0.8644,             0.01099,           0.0066155,           0.0003197,           0.0055615,           0.0055615,           0.0055615
                 271,            0.014129,            0.015422,          0.00075723,             0.97913,             0.99773,             0.98309,             0.84917,             0.01098,           0.0070092,          0.00027165,            0.005545,            0.005545,            0.005545
                 272,             0.01542,            0.015931,          0.00082275,             0.97888,             0.99773,             0.99102,              0.8538,            0.010916,           0.0064321,          0.00026257,           0.0055285,           0.0055285,           0.0055285
                 273,            0.014605,            0.015964,          0.00076255,             0.97867,             0.99773,             0.99265,             0.85406,            0.011105,           0.0064917,          0.00025259,            0.005512,            0.005512,            0.005512
                 274,            0.015296,            0.016122,          0.00074744,             0.99435,                   1,               0.995,             0.83849,            0.012813,           0.0068163,          0.00026282,           0.0054955,           0.0054955,           0.0054955
                 275,            0.014564,            0.015794,          0.00072997,             0.99443,                   1,               0.995,             0.83477,             0.01184,           0.0068569,          0.00025483,            0.005479,            0.005479,            0.005479
                 276,            0.014941,             0.01553,          0.00074136,             0.97929,             0.99773,             0.98947,             0.84331,             0.01112,            0.006413,          0.00027779,           0.0054625,           0.0054625,           0.0054625
                 277,            0.014696,            0.015313,          0.00080308,             0.97895,             0.99773,             0.98855,             0.86544,            0.010623,           0.0063863,           0.0003242,            0.005446,            0.005446,            0.005446
                 278,            0.014455,            0.015735,          0.00075518,             0.97883,             0.99773,             0.99006,             0.87162,            0.010658,           0.0068004,          0.00025852,           0.0054295,           0.0054295,           0.0054295
                 279,            0.014331,            0.015673,          0.00070075,             0.97901,             0.99773,             0.98294,              0.8529,            0.011143,           0.0064663,          0.00024738,            0.005413,            0.005413,            0.005413
                 280,            0.014852,            0.015634,          0.00072789,             0.98116,                   1,             0.98697,             0.85807,            0.010961,           0.0064774,          0.00021886,           0.0053965,           0.0053965,           0.0053965
                 281,            0.014413,            0.015482,          0.00071353,             0.98139,                   1,             0.98779,             0.85791,            0.010724,           0.0066391,           0.0002551,             0.00538,             0.00538,             0.00538
                 282,            0.014893,            0.015704,          0.00078539,             0.99085,                   1,               0.995,             0.85924,            0.011263,            0.006043,          0.00022864,           0.0053635,           0.0053635,           0.0053635
                 283,            0.014525,            0.015306,          0.00074546,              0.9816,             0.99773,             0.99133,             0.86615,            0.010503,           0.0061257,          0.00026375,            0.005347,            0.005347,            0.005347
                 284,            0.014159,            0.015326,          0.00070868,             0.99294,             0.96793,             0.98421,             0.73557,            0.021671,            0.010435,          0.00080621,           0.0053305,           0.0053305,           0.0053305
                 285,            0.014393,            0.015023,           0.0007584,             0.99369,             0.99838,               0.995,             0.81199,             0.01524,           0.0073574,          0.00029721,            0.005314,            0.005314,            0.005314
                 286,            0.014861,            0.015893,          0.00077351,             0.98389,             0.99979,             0.99025,             0.85907,            0.010974,           0.0062286,          0.00023952,           0.0052975,           0.0052975,           0.0052975
                 287,            0.014101,            0.014908,           0.0006925,              0.9814,                   1,             0.98645,             0.85582,            0.010793,           0.0062928,          0.00021099,            0.005281,            0.005281,            0.005281
                 288,            0.014375,            0.015454,          0.00071764,             0.99756,                   1,               0.995,             0.85744,            0.011253,            0.005976,          0.00020834,           0.0052645,           0.0052645,           0.0052645
                 289,            0.014415,            0.015286,          0.00071693,             0.99825,             0.99963,               0.995,             0.82492,            0.013284,           0.0064918,           0.0002516,            0.005248,            0.005248,            0.005248
                 290,            0.014402,            0.014876,          0.00067879,             0.99721,              0.9996,               0.995,             0.81526,            0.013162,           0.0065435,            0.000237,           0.0052315,           0.0052315,           0.0052315
                 291,            0.014254,            0.015045,          0.00076541,             0.97922,             0.99773,             0.98643,             0.86548,            0.010687,           0.0063571,          0.00024563,            0.005215,            0.005215,            0.005215
                 292,            0.014487,            0.015082,          0.00075223,             0.97916,             0.99773,             0.98647,             0.86303,             0.01078,           0.0064064,           0.0002682,           0.0051985,           0.0051985,           0.0051985
                 293,            0.014045,            0.015483,          0.00073943,             0.97929,             0.99773,             0.98525,             0.85786,            0.010801,           0.0064793,          0.00024557,            0.005182,            0.005182,            0.005182
                 294,              0.0142,            0.014787,          0.00067725,             0.98138,                   1,             0.98594,             0.85434,            0.010943,           0.0063121,          0.00025004,           0.0051655,           0.0051655,           0.0051655
                 295,            0.014438,            0.015135,          0.00074001,             0.98117,                   1,             0.98766,             0.86117,            0.010814,           0.0066999,          0.00027467,            0.005149,            0.005149,            0.005149
                 296,            0.014291,            0.015207,          0.00072675,             0.98113,                   1,              0.9929,             0.86561,            0.010762,           0.0060828,           0.0002477,           0.0051325,           0.0051325,           0.0051325
                 297,            0.014841,            0.015356,          0.00076078,             0.98113,                   1,             0.98594,             0.83479,            0.011087,           0.0067527,          0.00028321,            0.005116,            0.005116,            0.005116
                 298,            0.014339,            0.015335,          0.00075773,             0.98146,                   1,             0.98798,             0.86927,            0.010555,           0.0061508,          0.00024377,           0.0050995,           0.0050995,           0.0050995
                 299,             0.01415,            0.015094,          0.00069876,             0.98141,                   1,             0.98817,             0.86104,            0.010989,           0.0063357,          0.00026009,            0.005083,            0.005083,            0.005083
                 300,            0.014539,            0.015522,          0.00074098,             0.98163,                   1,             0.98497,             0.85694,            0.010879,            0.006031,          0.00018542,           0.0050665,           0.0050665,           0.0050665
                 301,            0.013847,            0.014755,          0.00068338,             0.97929,             0.99773,             0.98655,             0.86233,            0.010963,            0.006367,          0.00019306,             0.00505,             0.00505,             0.00505
                 302,            0.014292,            0.015313,          0.00074521,               0.979,             0.99773,             0.98428,             0.84329,            0.011051,           0.0065112,          0.00025991,           0.0050335,           0.0050335,           0.0050335
                 303,            0.013628,            0.015204,          0.00071581,              0.9793,             0.99773,             0.99079,             0.85373,            0.010929,           0.0065092,          0.00025094,            0.005017,            0.005017,            0.005017
                 304,            0.014358,            0.015438,           0.0007189,             0.97892,             0.99773,             0.98833,             0.86377,            0.010803,           0.0068354,          0.00021813,           0.0050005,           0.0050005,           0.0050005
                 305,            0.013771,            0.014989,          0.00064603,             0.98134,                   1,             0.99272,             0.87679,            0.010498,           0.0062706,          0.00020092,            0.004984,            0.004984,            0.004984
                 306,            0.014323,            0.015464,          0.00075102,             0.98207,             0.99773,              0.9919,              0.8682,            0.010728,            0.006228,          0.00020133,           0.0049675,           0.0049675,           0.0049675
                 307,            0.013996,            0.014953,          0.00072389,             0.98129,             0.99773,              0.9923,             0.86233,            0.011141,           0.0063871,          0.00019891,            0.004951,            0.004951,            0.004951
                 308,            0.014255,              0.0153,          0.00069312,             0.98151,                   1,             0.99279,             0.86655,            0.010991,           0.0068823,          0.00023828,           0.0049345,           0.0049345,           0.0049345
                 309,            0.013829,            0.014659,          0.00074318,             0.98171,                   1,             0.99371,             0.86665,            0.010848,           0.0068244,          0.00027338,            0.004918,            0.004918,            0.004918
                 310,            0.013985,            0.015081,          0.00074193,             0.98144,                   1,              0.9882,             0.86096,            0.010816,           0.0065435,          0.00031815,           0.0049015,           0.0049015,           0.0049015
                 311,            0.013854,            0.014984,          0.00072244,             0.98146,                   1,             0.98866,             0.86591,            0.010643,           0.0064891,           0.0002641,            0.004885,            0.004885,            0.004885
                 312,            0.014036,            0.014883,          0.00076881,             0.98128,                   1,              0.9895,             0.85642,            0.010939,           0.0069155,          0.00024689,           0.0048685,           0.0048685,           0.0048685
                 313,            0.013877,            0.014861,           0.0007168,             0.98117,                   1,             0.98909,             0.84256,            0.011061,           0.0067313,          0.00021594,            0.004852,            0.004852,            0.004852
                 314,            0.014404,            0.015551,          0.00077851,             0.97926,             0.99773,             0.98599,               0.856,            0.010979,           0.0065901,          0.00023547,           0.0048355,           0.0048355,           0.0048355
                 315,            0.013822,            0.015092,          0.00070535,             0.99672,                   1,               0.995,             0.80997,            0.015441,           0.0072816,          0.00024389,            0.004819,            0.004819,            0.004819
                 316,            0.014046,            0.015058,          0.00070175,             0.98135,                   1,             0.98399,              0.8512,            0.011343,           0.0064278,          0.00028639,           0.0048025,           0.0048025,           0.0048025
                 317,            0.013716,            0.014601,          0.00069161,             0.97914,             0.99773,              0.9864,             0.86342,            0.010592,           0.0064409,          0.00027556,            0.004786,            0.004786,            0.004786
                 318,            0.013913,            0.014884,          0.00071547,             0.98118,                   1,             0.98744,             0.86071,            0.010896,           0.0066253,          0.00028572,           0.0047695,           0.0047695,           0.0047695
                 319,            0.013746,            0.014936,          0.00071079,             0.98261,             0.99891,             0.98991,             0.84937,            0.011267,           0.0069096,          0.00028541,            0.004753,            0.004753,            0.004753
